"code","iso","country","CTH.raw.1950","CTH.raw.1951","CTH.raw.1952","CTH.raw.1953","CTH.raw.1954","CTH.raw.1955","CTH.raw.1956","CTH.raw.1957","CTH.raw.1958","CTH.raw.1959","CTH.raw.1960","CTH.raw.1961","CTH.raw.1962","CTH.raw.1963","CTH.raw.1964","CTH.raw.1965","CTH.raw.1966","CTH.raw.1967","CTH.raw.1968","CTH.raw.1969","CTH.raw.1970","CTH.raw.1971","CTH.raw.1972","CTH.raw.1973","CTH.raw.1974","CTH.raw.1975","CTH.raw.1976","CTH.raw.1977","CTH.raw.1978","CTH.raw.1979","CTH.raw.1980","CTH.raw.1981","CTH.raw.1982","CTH.raw.1983","CTH.raw.1984","CTH.raw.1985","CTH.raw.1986","CTH.raw.1987","CTH.raw.1988","CTH.raw.1989","CTH.raw.1990","CTH.raw.1991","CTH.raw.1992","CTH.raw.1993","CTH.raw.1994","CTH.raw.1995","CTH.raw.1996","CTH.raw.1997","CTH.raw.1998","CTH.raw.1999","CTH.raw.2000","CTH.raw.2001","CTH.raw.2002","CTH.raw.2003","CTH.raw.2004","CTH.raw.2005","CTH.raw.2006","CTH.raw.2007","CTH.raw.2008","CTH.raw.2009","CTH.raw.2010","CTH.raw.2011","CTH.raw.2012","CTH.raw.2013","CTH.raw.2014"
340,"HND","Honduras",3791.29,3708.9,3990.54,3800.84,5188.68,5390.77,5483.22,5414.18,6232.35,6399,6440.23,7363.39,7663.8,8309.73,9369.27,10270.09,11870,13199.82,16309.21,17659.12,14656.35,18110.71,21957.14,14222.93,12571.57,16191.66,13641.15,15951.3,17610.68,20069.74,18336.11,17562.17,15244.71,21482.6,21435.59,24312.15,31313.95,26765.68,26607.7,16952.63,17879.5,22558.26,23140.55,19966.68,20286.26,27197.6,20448.34,26425.87,20692.98,19434.03,21527.1,22042.39,24923.62,23473.23,19166.63,17405.69,17978.78,16804.07,14394.75,13909.42,16418.84,18978.89,18948.18,19621.46,16391.69
344,"HKG","Hong Kong",5207.16,5118.23,5767.27,5760.14,6664.96,6285.32,6206.45,7882.63,8331.85,8146.79,6830.54,7392.96,8386.02,8249.14,14162.78,14716.48,14635.39,14377.67,25854.54,25178.52,26997.25,25174.44,26224.98,23903.66,23527.41,24875.36,26288.39,27984.05,26063.01,38488.28,38443.26,35024.44,28426.8,28607.58,29447.99,29367.93,33033.73,35100.99,35472.86,36322.53,32781.53,33400.91,33299.15,33023.55,39092.13,38859.54,82583.8,64416.82,13941.49,10291.9,12347,13550.53,13251.64,12286.51,12511.36,12732.3,12225.19,11907.44,12495.85,12573.35,13201.25,13399.29,12328.03,9552.35,9125.37
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",760631.62,853142.22,1022134.34,990850.56,979075.65,1299170.61,1156716.24,917053.88,955867.53,972880.55,968094.45,1104821.66,1272684.9,1224486.22,1481714.62,1542352.72,1344942.09,1042219.04,930935.43,1024746.08,1103128.83,1102289.72,1072435.6,1191665.08,1198188.88,1168989.12,1176703.72,1605115.57,1711412.88,1789357.35,1636624.4,1559721.16,900685.74,927653.5,1624085.87,1768227.08,1819049.65,1794973.8,1947148.18,1665337.7,1680783.81,1153377.59,1724642.03,1805309.15,1590600.81,1493043.68,1923547.68,2148377.32,1633843.23,1604642.55,1885969.59,1941451.46,2066017.06,1832834.55,1654275.94,1496318.7,1044156.76,1214305.71,1087685.67,991663.12,954425.28,1069501.6,1476874.53,1334367.62,946098.52
356,"IND","India",755337.42,779515.86,783001.79,904358.16,1009698.33,1019559.77,1179269.2,1290421.61,1104059.88,982120.58,1238295.15,1154783.12,1119127.44,1075899.07,1398086.85,1339448.05,1429358.98,1411709.66,1485221.88,1434283.25,1653286.07,1709496.89,1587158.27,1677118.68,1896952.31,2048336.51,1982921.94,1878010.2,2052610.4,2025745.19,1910772.29,2043926.67,2626939.73,2611773.89,2380653.94,2195144.49,2200643.85,2207283.23,2252337.57,2790000.14,2974973.81,3115556.46,3076556.05,2650891.2,3173771.5,3031114.62,3362725.68,3575163.45,3443850.28,3317553.59,3305753.22,2879877.67,3252561.21,3165364.65,3192330.94,3115143.9,3167172.39,3489325.66,3531184.34,3578849.19,3505003.94,3638478.63,3767252.54,3846971.95,3844825.16
360,"IDN","Indonesia",320761.42,363621.95,418256.65,422361.5,451570.89,473523.83,488480.37,467464.77,485848.87,469947.86,484959.26,611491.77,673055.24,682863.2,741885.84,877345.96,991609.56,975698.79,1146147.63,1285331.04,1597983.01,1720517.19,1899192.91,2035245.71,2104389.17,2259243.53,2597909.52,3156061.65,3253535.83,3292119.75,3093994.24,3289582.28,4597377.89,4985520.75,5113523.76,5564021.95,5920244.62,6428907.59,6454798.2,6560763.25,6408023.52,6224498.5,6610064.32,6772318.61,7166872.63,7613971.8,7967380.64,7843674.06,8206225.95,8124154.64,8282006.98,8302801.07,8380470.43,8646345.46,8651251.94,8254876.72,8110668.76,7771324.36,7015483.83,7147136.03,7248341.68,7583524.46,7574382.68,7776372.26,7937229.83
364,"IRN","Iran",184200.01,185364.56,186505.39,187552.78,188566.76,189595.17,190696.38,191617.76,193960.54,196348.08,198600.52,201721.68,205035.82,208125.23,211268.32,214683.3,219451.79,221504.18,223500.65,224863.71,225942.91,226407.44,227479.36,227794.95,228569.37,239065.84,249310.52,259922.95,255126.37,250350.55,239753.66,245418.86,250765.41,257156.75,268156.06,280763.75,307066.34,381907.83,403199.68,433486.47,428649.45,449422.24,472028.41,438860.74,532311.71,539936.27,511570.56,605078.13,503339.36,480051.28,452766.82,424571.98,387372.14,362963.85,362289.18,356686.24,354133.6,331620.61,335924.36,315254.07,325785.39,346740.6,379546.15,394064.84,425677.12
368,"IRQ","Iraq",1970.03,822.35,823.04,823.15,659.2,659.62,1644.44,823.79,1643.75,1644.29,1644.13,1643.34,1808.46,2463.82,2299.25,939.91,2443.85,2813.34,2807.94,1876.12,2811.43,4303.5,1313.91,11786.53,18888.13,11815.75,15234.87,14124.88,14117.96,13955.52,13813.48,13150,11498.72,9870.01,8227.84,9024.06,8204.16,8204.25,8204.35,5936.33,5284.77,667.2,1710.74,2777.89,5692.44,10834.21,21199.88,14273.56,23607.74,20826.92,18311.83,25966.31,30336.49,5326.26,2556.84,2894.12,14785.31,7884.79,5031.48,6288.99,7648.63,1738.22,10668.21,3898.99,5983.76
372,"IRL","Ireland",103057.91,117847.94,128212.83,143416.11,154159.59,121929.6,170934.01,183791.29,213208.15,206579.74,278222.39,160747.14,183963.7,193764.48,208650.26,189647.76,174941.41,196385.1,215582.27,250459.71,317051,358198.7,385625.33,367789.91,410589.41,450448.56,516096.8,205747.12,216988.5,238154.95,297106.84,424723.17,430817.17,403054.19,469150.25,447271.8,506450.95,575010.99,633921.61,682251.46,640565.3,482376.64,493814.12,600688.72,651514.5,803300.51,754434.79,655896.11,762230.07,617026.61,540811,555279.9,450228.6,588066.84,505283.85,684187.44,716754.55,678034.86,719987.23,483567.71,617273.07,447727.66,493464.18,526225.25,642533.22
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",3580.56,3999.94,4194.11,4652.55,5214.46,5741.44,5752.88,6217.35,7474.34,8260.76,7871.95,6875.41,7474.06,7791.14,8272.25,8700.83,8591.18,7004.37,7566.85,7081.82,8303.33,8728.91,9303.25,9778.47,8879.08,9690.18,9568.21,9954.27,9791.42,8215.31,7877.94,7202.62,6974.7,8745.47,7690.86,6831.66,6117.04,6633.29,6188.95,6763.2,9769.06,7494.44,9547.53,9055.91,8042.85,10097.45,11637.65,13420.31,13827.41,14100.63,11668.75,10100.15,10364.3,9126.79,13311.64,9807.51,9948.46,12211.18,11733.24,9114.93,7805.8,8052.22,9387.67,8997.78,9626.8
380,"ITA","Italy",696637.53,692281.02,873360.07,773941.71,760875.37,746386,766665.15,661808.78,627376.51,606716.97,578113.7,626390.21,539963.68,593378.05,621408.5,661992.45,697547.98,728995.14,699092.56,674132.24,737560.17,701306.56,774483.34,826703.96,872003.5,1032227.18,1021524.9,979257.16,1065689.73,1090117.61,1031729.94,1060039.22,1093542.21,994378.49,1021906.75,1045985.15,1010228.75,905097.29,820023.14,760149.76,662365.6,695812.69,680566.67,700797.9,700262.06,726285.82,694667.89,692162.82,711964.08,645037.06,616601.58,548431.12,490141.07,498093.61,466944.16,430210.52,460360.56,440265.95,368016.74,387620.23,370832.27,351909.34,329310.57,296123.99,303717.7
388,"JAM","Jamaica",50093.95,49999.83,50055.05,49872.92,49971.87,50119.35,50249.03,50327.07,50451.67,50639.4,50490.94,51641.54,52328.17,53062.28,53638.62,54271.55,55332.65,55222.63,55450.39,56113.49,56100.74,56842.66,58963.37,57890.38,58916.12,60648.19,60211.02,60552.07,62898.72,62725.32,59379.78,57880.5,56429.68,61218.4,59920.87,59328.33,54417.8,48764.81,52646.37,51203.58,68868.44,42414,42395.19,42889.56,40441.67,43823.13,42514.78,42178.19,40034.08,39841.97,38793.43,39118.69,41453.45,38738.28,39018.37,39000.81,31446.59,33663.27,36423.09,36817.38,35790.02,36562.99,35683.57,31480.73,29266.89
392,"JPN","Japan",3270771.95,3289750.48,3330898.04,3578020.77,3643354.31,3929486.17,3908694.24,4480426.98,4608090.79,4845637.36,5042724.99,5508439.19,5516962.84,5446170.56,4622528.25,5005416.91,4854830.36,5081023.69,5384276.94,5142553.56,5560522.47,5862776.85,6094037.45,6458396.22,6793919.62,7137340.45,7427954.62,7697342.39,8278716.6,8115585.81,8389534.07,8890761.99,9112948.73,9623057.69,10518568.92,10159413.21,10591194.78,10592141.94,10858037.99,10499954.19,10010748.93,8989109.67,7884818.45,7725886.78,7019437.78,6630813.96,6947038.69,6413914.27,5765710.81,5917201.93,5528806.31,5159426.41,4853600.92,5205842.63,5019836.89,4933930.3,4895784.82,4758369.27,4858100.02,4788554.24,4757586.17,4805157.66,4737974.71,4774214.06,4822411.97
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,135.35,128.79,122.21,115.63,109.06,102.49,75.1,104.83,99.3,77.84,68.92,70.14,78.79,87.54,96.25,104.9,113.51,155.73,197.9,195.87,194.42,192.9,191.29,189.4,191.96,194.3,196.4,217.58,246.06,237.63,229.07,220.36,265.78,256.63,279.79,287.71,237.01,250.1,266.47,250.93,259.56,254.52,331.81,241.73,271.05,352.58,393.78,429.05
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",10622.5,10950.09,11351.3,11731.9,12217.89,12477.79,13018.89,13023.68,13432.31,14090.33,14531.75,14726.41,14924.14,16262.45,15920.51,16238.08,17098.53,17539.34,18880.5,20168.44,19093.49,19869.39,20547,21165.49,22099.37,21510.38,21946.64,24693.32,22898.01,23636.4,23387.44,24024.18,24768.6,24985.86,25745.82,29379.49,25249.32,25133.86,24374.45,23103.16,22334.21,22341.22,20423.98,18434.64,18056.64,15574.92,14373.61,14495.38,14349.15,13262.52,12880.21,13308.05,13395.77,14054.68,14425.14,14637.6,14299.79,17571.09,16001.39,16623.48,16940.75,15522.97,16093,15778.1,16247.23
296,"KIR","Kiribati",17453.39,16971.54,11261.94,11863.87,9934.17,25350.4,16192.74,30966.05,30284.75,31612.36,35177.59,35469.13,40189.16,51187.39,42209.88,31378.34,35379.05,33125.08,40050.38,36203.76,34096.8,35846.81,54632.22,45251.48,49077.79,45872.92,73124.56,71502.5,95912.27,39017.89,71897.36,38534.59,52175.69,83248.06,58754.03,79421.98,91625.76,121823.19,89432.64,71002.15,154238.76,147176.3,217878.51,217237.01,199855.29,74123.14,120315.85,274507.14,304017.16,208552.89,217039.25,314256.1,450090.74,145978.76,164380.85,239971.77,215239.98,222885.34,239469.05,399188.79,238104.2,186492.93,383243.78,227816.38,603888.24
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",8709.42,8713.37,8719.96,11275,14854.28,17411.71,19461.75,22528.86,24574.36,25602.07,27137.78,28156.49,28170.39,30213.77,32768.75,34846.91,34980.46,35340.7,35347.59,34333.33,38646.2,40164.34,45089.3,38552.32,33926.44,23025.66,20478.83,18022.18,18016.62,13638.97,14494.62,20524.68,33576.98,42702.98,45804.13,40154.02,40004.66,54712.46,64585.71,58572.41,36025.58,37629.22,49205.6,57841.42,45777.08,44114.58,43614.83,42365.31,35604.06,33646.37,35375.23,37180.76,34315.15,34594.01,35382.6,40184.03,49073.65,42854.93,37186.72,42317.82,42990.25,34271.53,37798.35,33497.29,35483.7
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",31038.94,36975.2,40691.74,36979.31,44833.43,44567.31,49030.38,50141.65,45101.24,46985.58,45837.56,43556.13,48602.47,53685.22,56421.87,57696.51,69119.85,73014.91,82260.48,83695.13,89876.05,89739.39,96812.52,103397.57,112816.69,98599.71,99077.37,92221.04,92828.47,97450.04,102550.59,90114.34,88625.51,90990.57,97000.74,89262.69,78829.21,75891.64,76830.84,74227.2,68176.2,66840.3,70929.4,69044.53,85971.78,98817.91,130417.06,140334.3,103514.84,95652.75,95557.51,98154.85,91291.51,93429.68,93902.7,101779.58,95614.17,97821.15,111593.93,112976.21,94606.94,86101.17,77018.08,71854.57,71345.95
422,"LBN","Lebanon",3740.47,3563.32,3577.82,3404.05,3429.78,3636.85,3843.96,4056.35,4270.21,4485.04,4915.96,4564.5,4783.99,5193.54,4841.6,5439.55,5845.56,4538.17,5893.14,6869.17,5565.38,4836.07,4679.3,5852.79,7212.13,5821.68,4500.93,4314.14,4503.37,4407.05,4503.66,4129.04,3983.93,3826.23,3621.17,4056.76,4185.9,4698.09,4576.31,4883.49,4361.09,4924.62,4946.95,5696.6,5957.25,9451.18,8108.1,8740.85,8503.03,8652.53,8809.2,9160.65,9411.4,9527.41,10573.55,10760.92,8733.23,9221.11,7067.2,6575.22,9073.3,6926.11,6989.67,6868.82,6845.29
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",10071.33,10111.04,10202.74,10631.61,10975.98,11555.78,11840.51,12281.86,16769.98,19992.09,24416.83,28581.62,35052.07,33683.05,35445.65,37623.24,35880.74,35712.74,36933.04,49357.45,56809.64,65243.58,64154.85,58389.56,44658.56,44546.4,50708.81,65102.42,64398.3,65696.33,75158.78,78904.73,78910.25,81345.76,86501.66,92937.45,109486.51,118872.21,133373.58,134668.2,139518.44,132013.98,115586.98,117104.48,116799.34,114410.47,116814.77,115218.27,119840.53,127471.1,120451.07,114116.09,112810.2,120625.1,118483.5,132165.3,125986.85,124347.09,120593.04,111487.89,109881.77,110446.95,103209.25,95641.23,100812.56
434,"LBY","Libya",4595.16,6057.32,7489.27,8867.39,10158.1,11382.92,12528.53,13627.67,15065.55,15040.33,14814.84,14769.98,14710.89,14464.23,14386.53,14295.45,14191.12,13934.06,13965.49,13914.04,13697.29,13604.74,13193.33,13217.38,12926.12,14645.81,16034.14,17048.27,18164.42,19214.25,21204.31,23259.19,27038.5,30471.82,33609.29,34826.01,36044.44,37667.27,38969.57,37819.52,36772.37,36589.15,41471.29,45668.45,45498.86,47603.7,51510.88,55836.53,56406.43,65684.89,78498.64,77765.56,93415.38,113701.66,122360.62,110972.7,107865.09,126194.26,116222.12,106706.81,103135.36,81527.59,91032.48,82122.38,69894.12
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",13069.26,14236.03,15122.22,12722.17,15138.54,14060.64,15911.15,16145.27,14653.26,15157.61,16514.2,14404.11,15308.98,17256.28,16942.21,17760.22,19862.22,21243.64,24989.22,26243.31,28619.55,29317.86,31040.37,31086.95,34657.9,34516.27,33508.9,32442.68,31431.83,33785.23,36430.26,32974.15,32341.24,31635.23,35655.13,33548.22,28481.67,27451.59,26956.78,25156.32,22335.54,26684.64,27271.55,25154.84,30301.88,31691.26,51157.12,53955.69,38366.71,31960.17,31391.41,31566.23,27869.78,32258.44,27683.95,28064.76,32373.02,36311.04,27001.81,30098.18,30669.3,23608.19,20247.47,21615.69,18830.02
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",14691.26,15671.71,17077.86,18610.64,20630.12,21255.01,23419.19,24191.26,24134.25,26002.78,28001.55,28037.4,29802.65,31060.88,31535.57,43526.43,50300.68,44425.46,45155.7,49162.78,63793.54,65956.99,72538.79,78540.7,72992.57,72753.32,75507.61,99536.15,89912.12,87140.06,97770.93,97617.12,96695.1,105890.06,111516.38,102991.69,108883.55,116559.86,112277.14,112948.99,117144.35,122673.11,119140.44,127336.7,142307.11,130075.03,133397.27,140696.18,144996.92,131987.11,139699.65,142659.08,141838.12,141052.63,139480.86,130692,135730.25,139563.84,147640.82,153643.87,150519.96,148379.03,145986.91,197205.88,118220.61
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",199698.24,196801.97,202963.43,195027.15,211053.63,204642.52,202906.23,209576.16,231677.38,242234.47,268598.02,297947.33,329315.14,389087.31,489515.14,551161.23,612198.38,685335.92,766706.87,747756.43,833921.71,1042269.4,1171757.08,1344687.56,1491162.45,1536611.13,1787910.5,1921693.1,2118975.92,2163858.02,2177002.22,2310932.69,2294673.78,2329441.04,2240303.07,2270573.4,2315532.05,2521743.35,2425024.86,2570713.04,2628104.69,2774763.51,3074604.54,3162450.85,3299196.4,3526122.76,3571857.3,3545257.5,3533515.53,3676792.58,3707776.92,3536571.09,3575563.85,3649527.18,3691802.62,3543605.7,3506630.81,3372485.56,3064943.83,3048543.67,3084777.15,3097203.87,3196622.07,3258082.38,3114703.67
462,"MDV","Maldives",12628.26,18912.9,20707.58,16860.87,15001.29,15215.62,16053.31,19944.03,20512.54,20294.59,24743.13,19171.94,22574.97,21520.31,18671.61,23199.93,18734.37,23878.47,18957.18,26206.07,20553.44,23692.13,29223.51,28028.7,31613.62,31364.12,26149.08,23863.54,28121.37,26949.48,26305.17,32585.71,39950.66,34337.46,31462.07,31569.56,28551.85,31493.61,32545.06,57516.17,58877.93,48471.72,44305.8,48438.07,45385.91,47980.07,58131.32,63726.48,60110.05,60888.87,61752.8,58693.61,69091.15,76661.44,99823.23,101448.2,105072.2,84363.36,76469.76,77240.81,61381.74,77861.61,119692.67,61866.77,55915.64
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",3138.39,1054.36,2252.41,3312.51,3206.48,2961.95,992.76,1060.9,1232.49,1250.2,1440.53,1585.86,1601.14,1759.9,1645.35,1621.88,1596.36,2481.81,2267.27,2392.53,2310.64,2685.91,2724.36,2901.27,3353.6,3297.66,3749.88,2859.64,1406.81,1656.56,1461.33,1256.33,1539.83,1344.27,1583.49,1527.82,1382.95,1317.09,1070.8,1169.58,989.83,916.74,792.12,918.18,1243.33,1485.5,1350.8,1421.07,1547.71,1615.84,1464.57,1330.57,1940.1,2076.07,2008.84,3222.51,2707.94,2835.63,2000.13,3424.18,3394.63,3279.75,3378.06,6910.51,6226.11
584,"MHL","Marshall Islands",12741.01,38117.41,5865.62,9702.04,1798.07,4187.61,1975.66,14863.05,12986.87,15840.22,9699.65,13240.2,21941.66,19664.2,16333.12,15951.81,22880.23,26107.41,15998.19,20374.46,25068.85,20830,43709.07,50899.69,36750.12,62642.34,43512.61,48175.3,70762.91,38958.56,56613.81,59275.31,58384.22,78958.55,16704.49,19630.56,19346.9,28662.74,44605.63,19199.49,13283.26,8615.78,26108.34,16040.75,17735.37,28465.09,24587.52,27003.19,87352.99,52813.47,41165.15,83718.35,66135.58,31232.63,28387.44,30429.49,33988.46,16195.63,28466.61,29403.09,31986.26,34732.3,46796.34,53806.92,110978.26
478,"MRT","Mauritania",67693.27,72610.78,90348.14,98532.94,101885.72,121921.2,110757.77,128444.4,159126.46,212855.56,186123.77,220537.36,252410.08,260588.44,353375.18,399199.7,397620.11,720576.94,1030194.29,1023499.64,1482593.6,1646669.01,1666060.04,1921652.86,2163208.06,2291054.71,2693235.17,2650823.23,1439246.26,1383050.83,1967659.81,1840527.24,1849434.82,2160779.34,2130294.07,2446739.9,2633389.92,2834426.28,2975986.8,2821699.66,2575768.21,2643271.15,2807113.77,2563289.71,1994544.72,2233294.37,2795628.01,2474050.32,2406769.77,2128708.12,2201156.7,2150294.31,2549699.91,2287529.21,2658904.79,2429439.24,1897047.94,2610968.72,2709336.74,2492536.32,2555224.66,1975104.26,1490873.82,1230217.68,1619216.05
480,"MUS","Mauritius",6152.14,6383.17,6881.91,7965.89,9639.49,8909.79,10438.41,16540.9,9896.16,10136.61,10991.67,10555.28,16924.24,10989.54,9781.7,15145.06,12644.66,16237.18,10554.49,10463.98,12473.61,13454.89,12750.26,11818.69,14152.89,17210.95,15514.08,22658.53,12981.39,11988.13,9388.85,10016.55,12636.37,13621.57,11250.91,12352.08,13867.91,15760.44,14678.03,12920.08,12350.74,17146.84,15275.01,16915.57,17830.59,16223.52,17308.46,17941.04,17682.04,18193.44,18757.08,20343.32,26777.64,27903.68,24200.05,26314.38,30844.43,15707.9,15315.38,16164.14,16821.01,16437.71,14145.63,12791.89,12194.89
484,"MEX","Mexico",505455.67,517757.52,477270.44,692761.06,638693.68,688043.21,836891.96,753090.68,900222.91,996254.96,1069479.94,1143915.61,1091048.35,1142599.62,940322.69,843961.57,932988.93,1088977.45,960670.9,957000.49,1128474.72,1186392.82,1242384.77,1240993.8,1123366.33,1190051.09,1030959.6,1026161.9,1594886.26,1892988.42,2209004.46,2571922.11,2269868.18,1845905.89,1838717.65,1944868.73,1992639.41,2181143.17,2029953.64,2115152.5,2032989.69,2135424.84,1795048.8,1805013.24,1888314.97,2086114.36,2178215.58,2191280.54,1836343.93,1856139.01,1885423.26,1936033.14,2013832.38,2061091.99,1821262.23,1963793.79,2052245.06,2149895.52,2212993.16,2157889.75,2125306.49,2268174.79,2166127.04,2166668.31,2092162.04
583,"FSM","Micronesia",71171.28,83877.42,13935.67,21630.41,12123.11,22528.51,21499.62,28716.53,33088.48,54372.04,33830.44,60375.2,49535.72,46618.66,40985.99,43442.89,50954.99,57755.57,50219.49,61642.52,62975.52,52607.96,83156.42,123385.14,99945.12,79454.98,77049.75,109142.31,154451.79,143593.46,135402.15,167249.69,158677.31,187221.58,292454.25,260630.69,412824.46,371420.12,359329.03,333095.16,265279.01,284166.17,337963.85,336452.08,292306.31,356202.92,240309.3,164999.17,155422.86,251081.79,261347.94,185975.47,159428.65,339488.31,270899.61,317707.63,322823.26,367224.02,99453.83,147202.36,146025.38,106842.99,149882.77,149651.68,89503.51
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
