"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014"
360,"IDN","Indonesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296708435369709,6.45658475656201e-05,0.00173537944937224,0.00128603853414565,0.000346185101859926,0.0014038724174488,0.00106659118379705,0.000931827046108659,0.00615108626454396,0.00574853086725983,0.00606837236429021,0.00607838222318614,0.00621513003398481,0.00622517182059967,0.00468068385651022,0.00486608911757112,0.00449299537526741,0.00418551388946264,0.00431346361343427,0.0041448750365379,0.00440523197502906,0.00420464395967954,0.0495499534453956,0.0848942038125642,0.10996080538593,0.0853572474014184,0.0710928649020793,0.0668385953725229,0.0655680431911685,0.0695834402053162,0.0772816836722611,0.084324762924626,0.0961134881917233,0.10335687538278,0.102733541793429,0.101718618872071,0.106159234360247,0.10906821650875,0.106146531264334,0.142083276888471,0.188959678127289,0.241871379196206,0.237255879682123,0.231694470809948,0.221566091005056,0.219269009655281,0.211631543279754
364,"IRN","Iran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177366524324247,0.00167811442086177,0.00145860180110769,0.00726533905265711,0.0156101693178983,0.0245687115240471,0.0201752791286504,0.0159559894240435,0.0186407603629488,0.0291815733185838,0.0837601116906049,0.215568624646403,0.368799944296459,0.468323174949792,0.465564951064782,0.467434577759434,0.433855893707911,0.412721427706197,0.395042612009442,0.405321810966628,0.38195018675331,0.317242834568551,0.272030857467531,0.257132994544756,0.253722296281745
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",0,0,0,0,0,0,0,0.0137,0.0111,0.0076,0.0362,0.0565,0.0988,0.0964,0.1089,0.1219,0.1259,0.1206,0.1081,0.0836,0.0666,0.0574,0.0565,0.057,0.0533,0.0486,0.0895,0.1514,0.2711,0.2501,0.2156,0.1933,0.1795,0.1716,0.1703,0.1603,0.1502,0.1432,0.1423,0.154,0.1775,0.2094,0.1678,0.1174,0.0623,0.0918,0.149,0.2022,0.292,0.298,0.3391,0.3287,0.3529,0.3418,0.2924,0.2525,0.2596,0.2573,0.3716,0.4577,0.5429,0.4732,0.4234,0.3399,0.2137
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"ITA","Italy",0,0,0,0,0,0.0027155773219219,0.114805172350667,0.142041277572655,0.251658497056257,0.238851564451873,0.218764317942993,0.187207454920153,0.151683602589715,0.162035686837422,0.156197779269193,0.152194764674431,0.160121863000736,0.152592468698763,0.113180634395537,0.116263765625569,0.145202384513253,0.157249922983752,0.17717666004281,0.175896808293987,0.1788160787795,0.150480406382052,0.143050819691228,0.158702574737365,0.158541984035072,0.134477098302265,0.123256967240865,0.138390769972643,0.118975007266523,0.103969466635385,0.134185171346603,0.156624477541579,0.189602750543379,0.243173483241785,0.24420252324099,0.296044049046335,0.348922819927545,0.39007838103815,0.373736327628269,0.37299268731827,0.364622583488244,0.417954908380285,0.409469332646137,0.444895822179527,0.420475130430737,0.463073443121237,0.499826278366007,0.567743102814808,0.607956807398327,0.641259911704147,0.623108292708918,0.63799760355465,0.629328788159003,0.646685116025893,0.66707595683555,0.693368160774271,0.723999723457185,0.763615708491852,0.801010920581747,0.779216148114173,0.751038477526993
388,"JAM","Jamaica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0026,3e-04,0,3e-04,0.0027,0.0034,0.0034,0.0021,5e-04,4e-04,5e-04,0.005,0.0121,0.0209,0.0213,0.0135,0.006,0.0022,0.1092,0.2296,0.3973,0.3939,0.4296,0.4018,0.397,0.3642,0.3702,0.3548,0.3578,0.3063,0.3318,0.3791,0.3939,0.4967,0.5251,0.5975,0.5733,0.6078,0.5882,0.5672,0.4944,0.4803,0.4559,0.486,0.54,0.6386,0.7414
392,"JPN","Japan",0,0,0,0,0,0,0,0,0.000277312487586643,0.000408572845409959,0.0314409628830463,0.0256303591126691,0.0249366108501829,0.0678153358792348,0.102212968772446,0.132798573207561,0.1073419921824,0.105464704625496,0.0686699094114576,0.0781566519421919,0.0808094009040125,0.0996741797457292,0.0823711360639899,0.0732829914195014,0.0733829014206088,0.0799162000787002,0.0889144502947973,0.0735713016875426,0.0706617451150581,0.060511069039636,0.069346944819547,0.098982983045866,0.107179723904032,0.097869340365453,0.110050242084263,0.0992774485763829,0.138012279960732,0.131095779056375,0.15664341540787,0.147198948434841,0.147995074956195,0.29414528402077,0.448754171751919,0.592946030674811,0.526061739957327,0.441301603744286,0.353440186125694,0.361764758412494,0.42800731607661,0.50153554906246,0.519317192444023,0.500148021527067,0.486297067281955,0.457671247798361,0.467042593994324,0.513701025121088,0.514601213971655,0.499209622850897,0.46147445297349,0.511738041915549,0.562299335451238,0.64757626537357,0.665925085665136,0.701821912424681,0.708296023830996
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422,0.0449,0.0491,0.0374,0.068,0.0996,0.1547,0.1904,0.1887,0.2041,0.1897,0.2941,0.3298,0.4966,0.4978,0.5941,0.5902,0.6544,0.6297,0.6206,0.5517,0.4922,0.4481,0.4435,0.4727,0.5039,0.5219,0.5601,0.5465,0.5431,0.462,0.4069,0.3975,0.4134,0.4105,0.3991,0.4142,0.4446,0.4492
296,"KIR","Kiribati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121525957057154,0.000132377446214455,8.42903943627148e-05,2.56917170728296e-05,0.000702584267893983,0.0139249256174539,0,0.0236262151744705,0.0268344860412962,0.0253407791004379,0.02258516241354,0.0223701830526008,0.0227280421684906,0.0143088819624572,0.0147496891067959,0.0186025580774667,0.00169810414710284,0.0124672697030704,0.0140251533939717,0.0182094643863861,0.0395307005483818,0.0487505286068561,0.0264333483992342,0.0203120066822306,0.017110393354112,0.0350366788060333,0.041143159672732,0.0373447716018878,0.0620443279592911,0.128725266675782,0.277593259573728,0.231676602518705,0.217357088864253,0.180982820184585,0.173832986033059,0.121619664224539,0.214155423864846,0.210922009509958,0.199790374896626,0.13053430902993,0.0355422724973084
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",0,0,0,0.0029,0.0029,0.0027,0.0027,0.003,0.003,0.0032,0.0028,0.0025,0.0018,0.0015,0.0014,0.0014,0.0012,0.0012,0.0023,0.0028,0.0032,0.0028,0.0027,0.0025,0.0025,0.0025,0.0149,0.026,0.0282,0.0149,0.0046,0.0027,0.0027,0.0023,0.0026,0.0033,0.004,0.1191,0.2139,0.3059,0.2775,0.2282,0.167,0.1168,0.1161,0.1212,0.1147,0.1123,0.1167,0.1214,0.1149,0.0965,0.0884,0.0696,0.0623,0.0611,0.0604,0.06,0.0538,0.0648,0.2184,0.4056,0.5883,0.5776,0.5399
422,"LBN","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",0,0,0,0,0,0,0,0,0,0,0,0.0244,0.0218,0.0215,0.0254,0.028,0.0297,0.0287,0.0298,0.0184,0.0148,0.0118,0.0161,0.0455,0.0751,0.1151,0.1055,0.0949,0.0734,0.0653,0.0681,0.0716,0.0751,0.0825,0.0873,0.0792,0.0743,0.0624,0.0612,0.0597,0.0843,0.1204,0.138,0.1588,0.1415,0.1442,0.1262,0.1447,0.1524,0.1661,0.1668,0.1591,0.1317,0.1159,0.1185,0.1333,0.1348,0.1301,0.1267,0.1309,0.1695,0.18,0.2252,0.1889,0.1342
434,"LBY","Libya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251,0.0225,0.0184,0.0204,0,0,0.0247,0.0303,0,0,0,0,0,0,0,0,0,0.0121,0.0107,0.0082,0.0059,0.0043,0.001,0,0,0,0,0.0024,0,0,0.0018,0.0014,0.0012,0.0036,0.0037,0.0061,0.0184,4e-04,3e-04,3e-04,0.0364,0.0504,0.1419,0.253,0.3903,0.468,0.6747
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078,0.0072,0.0054,0.0034,0.0027,0.0033,0.0181,0.026,0.0275,0.0169,0.0097,0.0108,0.0159,0.0115,0.0119,2e-04,0.0013,0.0016,0.0014,0.0011,9e-04,7e-04,0.001,0.001,0.0011,0.0054,1e-04,0.01,0.0146,0.0148,0.02,0.0265,0.0312,0.0314,0.0312,0.0317,0.0345,0.0315,0.0343,0.0285,0.0229,0.0272,0.0657,0.1744
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246699805908639,0.000325051159517875,0.000325063796499527,0.0190632848845571,0.000223127976432078,0.00315526699588594,0.0176917399769172,0.0187910691519889,0.00243453165621627,0.0117390011226337,0.0215934320287464,0.0334422698689679,0.033126374124953,0.0341924329709586,0.0541044788971342,0.0786387208869795,0.0964119059341027,0.0933597859520478,0.0845060602277702,0.0828527713493841,0.0833476487601413,0.0736887673645384,0.0718002570597258,0.0688652955355812,0.0736700549752055,0.0805872269529266,0.0807497381773902,0.0813593689846224,0.0777478007442067,0.0766025520917473,0.0844197626665738,0.0978357978660059,0.10346101877778,0.0981753772777766,0.0891735611794436,0.0871221979158121,0.103273907853162,0.152033276824468,0.194760279256406,0.231104268546693,0.244676285391313,0.251709526347389,0.2465533559427,0.232456383976086,0.231691807048534
462,"MDV","Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181,0.0168,0.0142,0.0133,0.0103,0.0071,0.0031,0.0011,0.001,0.0018,0.0036,0.0041,0.0129,0.0149,0.0178,0.011,0.0097,0.0131,0.0101,0.0433,0.1031,0.1819,0.1762,0.1386,0.0983,0.1269,0.1256,0.1225,0.0926,0.0919,0.0988,0.105,0.0688,0.0365,0.0101,0.0115,0.0628,0.1166,0.2969,0.2404,0.2972,0.2052,0.3093,0.3078
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",0,0,0,0,0,0,0.0013,0.014,0.0247,0.0279,0.0179,0.0191,0.025,0.0311,0.0351,0.044,0.0966,0.096,0.0583,0.0231,0.0208,0.0529,0.0438,0.0185,0.0328,0.0437,0.0563,0.0746,0.1188,0.1699,0.2228,0.2099,0.1954,0.1633,0.1577,0.1649,0.1738,0.1918,0.1872,0.1815,0.1669,0.1692,0.1571,0.1087,0.0726,0.0612,0.0308,0.0289,0.0621,0.0647,0.0719,0.0598,0.0407,0.0285,0.0264,0.0274,0.0745,0.1289,0.294,0.0778,0.0161,0.0624,0.0573,0.0909,0.1246
584,"MHL","Marshall Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.0015,0,0.002,0.0025,0.0209,0.0189,0.0278,0.0248,0.0479,0.0474,0.0395,0.0417,0.0745,0.0966,0.0625,0.0478,0.0409,0.0353,0.0475,0.039,0.0304,0.0256,0.022,0.0206,0.022,0.0114,0.0547,0.1051,0.1074,0.0666,0.0645,0.1457,0.2032,0.2109,0.2022,0.1754,0.0728,0.0506,0.0454,0.0373,0.0014,0.0192,0.0153
478,"MRT","Mauritania",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0.0058,0.0084,0.0122,0.0117,0.0083,0.0049,0.0029,0.0043,0.0061,0.0082,0.0151,0.0212,0.0354,0.0513,0.0788,0.0871,0.0732,0.0615,0.0662,0.0689,0.0713,0.065,0.0619,0.0549,0.0646,0.0678,0.0737,0.0662,0.0576,0.0511,0.1051,0.1297,0.1221,0.0635,0.065,0.0934,0.0934,0.0857,0.0689,0.0679,0.0618,0.0773,0.0689,0.091,0.0808,0.0902,0.058,0.0816,0.1708,0.227,0.1556
480,"MUS","Mauritius",0,0,0,0,0,0,0,0,0.1289,0.1674,0.1356,0.1082,0,0.0949,0.1555,0.1604,0.1361,0,0.0968,0.1145,0.0913,0.078,0.0494,0.0348,0.0517,0.0727,0.1288,0.1049,0.0994,0.064,0.085,0.1102,0.1187,0.1197,0.1082,0.0765,0.0638,0.0614,0.0801,0.0897,0.0869,0.0707,0.0541,0.0571,0.059,0.0543,0.043,0.0352,0.0537,0.072,0.0913,0.0839,0.0571,0.0746,0.1349,0.227,0.3344,0.4158,0.4966,0.4482,0.4171,0.4284,0.4209,0.4354,0.4794
484,"MEX","Mexico",0,0,0,0,0,0.0448690998636554,0,0.0297487395807368,0,0.0289509959428458,0.0266458689220482,0.0311319956417065,0.0315238706653101,0.038374274842661,0.0439371700644595,0.0428329384500292,0.0345531052549573,0.0487518438200901,0.0660861985722686,0.0823970201781193,0.0703761705676491,0.0496372412520163,0.0357792614271986,0.0325532588220828,0.0343295080154307,0.125383503919987,0.205512355168913,0.193764575804266,0.0944343490011633,0.0241773785716027,0.012962175878993,0.0162492318754552,0.0477804441983058,0.0866245354214672,0.132925135649837,0.130336986469005,0.134824879919443,0.13409951000328,0.132256838367993,0.152596621500814,0.173841433266196,0.231932569702617,0.228046180555091,0.231669431531704,0.183417853239812,0.116693705655715,0.112098759734333,0.147998917042361,0.210709818404225,0.229624113915908,0.209178883425359,0.178775550953637,0.17737556773022,0.189394022872312,0.213879171778575,0.198027269571924,0.212282763086783,0.200202050190792,0.219734066639863,0.198682334201272,0.168794746881425,0.211890748096623,0.24239066183856,0.332443167945259,0.354847419990471
583,"FSM","Micronesia",0,0,2e-04,0.0016,7e-04,8e-04,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423,0.006,0,0,0,0.052,0.064,0.0522,0.0424,0.0404,0.0282,0.0156,0.0163,0.0143,0.0124,0.0115,0.0143,0.0231,0.0271,0.0248,0.0225,0.0165,0.0169,0.0246,0.038,0.1036,0.1723,0.2392,0.1541,0.0608,0.0935,0.1323,0.1379,0.1443,0.0469,0.0342,0.0455,0.1579,0.3974,0.9041,0.9077,0.9298,0.9472,0.9596,0.9439
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",0,0,0,0,0,0,0,0,0,0,0.00784347053376242,0.0052558921751407,0.0109164867064946,0.0112357398471277,0.0167928781791957,0.0142127889238259,0.0142022451372229,0.0113263287904239,0.010064928131004,0.0129189365088279,0.012231708445775,0.0111358784771406,0.00823757829502077,0.0105468496656046,0.0259951224798211,0.0476559525336282,0.0697830368854376,0.0838150477307273,0.122547296931997,0.140349241489321,0.144352197794232,0.120315227668796,0.11192444682177,0.130112068340976,0.147831799965515,0.170400283634792,0.172550371368508,0.15671039955049,0.140500703472689,0.117097959172354,0.11210509779496,0.117874322932673,0.122839965714525,0.110109314001279,0.0966867650240506,0.0916623302627015,0.0935442684013627,0.109407659396998,0.118936674542361,0.119437890576296,0.0963457564548134,0.0867872129603344,0.0899043277838358,0.0975628025938445,0.0872142108885598,0.0821515477192822,0.0961017980767009,0.10454976239874,0.0915227685706923,0.0661801085996188,0.0750299425314329,0.0908017130537424,0.0900336487058807,0.073711728761762,0.0618124362289222
508,"MOZ","Mozambique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0.0023,0.003,0.0028,0.0022,0.0108,1e-04,0.0146,0.0251,0.0266,0.0316,0.0357,0.0411,0.0443,0.0307,0.0157,0.0038,0.017,0.0369,0.0568,0.062,0.0661,0.053,0.0522,0.0809,0.1375,0.1754,0.1833,0.18,0.1793,0.1717,0.1647,0.1599,0.1588,0.1624,0.1989,0.2428,0.289,0.2562,0.2483,0.2125,0.2365,0.2127,0.1991
104,"MMR","Myanmar",0,0,0,0,0.0057,0.0046,0.0491,3e-04,3e-04,3e-04,3e-04,0.1007,0.1521,0.1684,0.1337,0.1565,0.155,0.1726,0.1547,0.1337,0.1114,0.0914,0.0866,0.0699,0.0496,0.0213,0.0167,0.0182,0.017,0.0122,0.0191,0.0226,0.0217,0.0119,0.0084,0.005,0.0054,0.0104,0.0144,0.0207,0.0151,0.0116,0.0089,0.0122,0.0109,0.0085,0.0052,0.0055,0.0067,0.0089,0.0143,0.0274,0.0342,0.0368,0.0329,0.0392,0.0427,0.0959,0.1505,0.2127,0.2056,0.2028,0.1953,0.1974,0.1952
516,"NAM","Namibia",0,0,0,0,0,0,0.015,0,0.0141,0.0101,0.0101,0.0089,0,0,0,0,0,0.0019,0.0028,0.1024,0.1997,0.3206,0.2794,0.3278,0.4485,0.4968,0.5245,0.3929,0.3577,0.2764,0.3236,0.3558,0.3985,0.4232,0.4522,0.4774,0.4674,0.5634,0.6731,0.9929,0.9911,0.7097,0.3933,0.2648,0.2588,0.2002,0.1491,0.1217,0.1253,0.1215,0.1081,0.1277,0.1235,0.1304,0.1203,0.1107,0.2387,0.41,0.6224,0.6326,0.6227,0.426,0.259,0.1135,0.1234
520,"NRU","Nauru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0.0534,0.0812,0.096,0.0817,0,0,0.0333,0.0428,0.0424,0,0.0311,0.0547,0.0759,0.0753,0.0586,0.0807,0.0377,0.0354,0.039,0.0412,0.027,0.019,0.009,0.0086,0.0045,0.0038,0.005,0.0046,0.3337,0.0046,0.0022,7e-04,2e-04,0.0675,0.1541,9e-04,0.1868,0.3096,0.1757,0.1457,0.151,0.1526,0.1169,0.1045,0.2672,0.3304,0.3316,0.1333
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
