"code","iso","country","GOE.raw.1996","GOE.raw.1998","GOE.raw.2000","GOE.raw.2002","GOE.raw.2003","GOE.raw.2004","GOE.raw.2005","GOE.raw.2006","GOE.raw.2007","GOE.raw.2008","GOE.raw.2009","GOE.raw.2010","GOE.raw.2011","GOE.raw.2012","GOE.raw.2013","GOE.raw.2014","GOE.raw.2015","GOE.raw.2016","GOE.raw.2017","GOE.raw.2018"
858,"URY","Uruguay",0.5846094,0.4691714,0.4464895,0.6088546,0.4974258,0.3193935,0.4956834,0.3900837,0.5312065,0.5009665,0.5959123,0.6269566,0.5537435,0.441899,0.4476831,0.4827862,0.5288608,0.5741805,0.4317831,0.5582148
860,"UZB","Uzbekistan",-1.200643,-1.334786,-0.976458,-1.18511,-1.10308,-1.03046,-1.207045,-1.155262,-1.113672,-0.8726988,-0.6254953,-0.7137851,-0.6850358,-0.9106262,-0.9136994,-0.6283218,-0.6718292,-0.57731,-0.5578815,-0.5470828
548,"VUT","Vanuatu",NA,-0.3988079,-0.5263427,-0.7902837,-0.8514813,-0.6307651,-0.2873107,-0.4303628,-0.4346451,-0.3016436,-0.3239454,-0.2723125,-0.2436769,-0.2232218,-0.2125746,-0.5339027,-0.7836349,-0.8799161,-0.9010971,-0.4917117
862,"VEN","Venezuela",-0.5407133,-0.7876362,-0.7373685,-1.008559,-0.9624638,-1.072073,-0.9306281,-1.058087,-1.092995,-1.137684,-0.9929981,-1.111922,-1.190891,-1.145259,-1.167143,-1.226763,-1.219922,-1.285731,-1.398328,-1.581517
704,"VNM","Viet Nam",-0.5808757,-0.382613,-0.4399109,-0.4373939,-0.4460183,-0.4786768,-0.2346346,-0.2475519,-0.2405104,-0.2121504,-0.2552605,-0.2591378,-0.2325072,-0.2698495,-0.2656434,-0.0704517,0.0673999,0.0197048,0.0094425,-0.0034448
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",-0.6241546,-0.7361922,-0.778951,-0.8085188,-0.7327883,-0.9130741,-0.9098221,-0.9023175,-0.8734783,-0.8784572,-1.067393,-1.017816,-1.146906,-1.273241,-1.220351,-1.410873,-1.627101,-1.825059,-1.915434,-2.244354
894,"ZMB","Zambia",-1.128376,-0.8692511,-0.8783184,-0.7786959,-0.8375805,-0.8669491,-0.9352286,-0.8524404,-0.7241114,-0.7344369,-0.8076773,-0.8508871,-0.6594403,-0.4761798,-0.4925183,-0.4995747,-0.5556649,-0.6600587,-0.6275681,-0.5592093
716,"ZWE","Zimbabwe",-0.3187706,-0.3343124,-0.7993724,-0.9081398,-1.006667,-1.000913,-1.331712,-1.225054,-1.258882,-1.528042,-1.545878,-1.511986,-1.371597,-1.336259,-1.27751,-1.210598,-1.157869,-1.15835,-1.188722,-1.19886
